-10.281,6.85
-6.4063,6.91
2.3509,6.88
3.333,-8.65
4.667,6.41
7,-8.85
10.333,6.25
15,-9.51
0.3509,-8.91
0.0179,-3.4932
-0.333,1.5992
-0.6491,6.88
1.7028,-8.81
1.333,-3.55
1,1.5992
0.6849,6.9086
-25.0147,-8.876
-14.6548,-8.526
-7.8924,-8.45
-5.4247,-8.28
-3.6492,-8.45
-4.0178,-3.15
-4.3686,2.15
-4.6314,7.25
-2.333,-8.61
-2.6491,-3.3862
-3,1.78
-3.2973,6.9439
-0.9821,-8.78
-1.333,-3.48
-1.667,1.7066
-1.9821,6.9439
